1.409621038873916654e-01,-1.531342408357621587e-01,8.728003514393720685e-01,5.981645682701867278e-02,5.517047604781145642e-01,-9.569818479581817527e-01,-5.360711169909101459e-01,-2.894841587697441487e-01,-4.419361923910242740e-01,3.459218086733696351e-01,7.225718727662424623e-01,3.414678757523161856e-01,5.930531420466148007e-02,-1.584507659591246842e+00,9.732534850752515565e-01,1.706007545965361416e+00,8.709538113789927483e-01,-3.947366284831201333e-01,-5.648742242039791472e-01,1.018950065974195823e-01,3.420828118356239456e-01,-8.781369199688823235e-01,2.191930429023899174e-01,-1.306319291043423148e+00,1.974162196141374115e-01,1.832725471105766335e+00,2.134090948396906828e+00,8.308617938315113749e-01,-4.097392336674130497e-01,1.998095371557150612e-01,7.460260313935972443e-01,9.996799773745713991e-02,3.720540297694160947e-01,7.974183266483662880e-02,-6.813973549429418464e-01,1.239282913329649849e-01,-1.360342844234012638e+00,-7.602545534337709632e-02,-9.107689855427918424e-01
1.975817788993154966e+00,1.578080819546515023e+00,6.912262848194093978e-01,1.739684976201905764e+00,7.091797106110384608e-01,-5.161110133432577490e-02,2.378422771952359294e-01,2.808523498005336405e-01,-3.144470146415426215e-01,-2.403346964656267182e-01,-6.824427834229060963e-01,-8.396311564873873978e-01,-5.739045352529315025e-02,9.568864781400138186e-01,-2.604084759293106011e-01,1.627452278159483567e+00,2.770224891072660123e-01,-1.115996053353585316e+00,-1.244729529307342597e+00,-5.004581907632108528e-01,1.858090158015155702e-01,-3.824626355742421491e-01,1.444797832953383931e-01,2.548119568680031199e-01,-1.108322085257061884e+00,1.272043746631068784e+00,1.331593379413969602e+00,9.691461008659230103e-01,-1.103638144253296316e+00,-1.796866882127482024e+00,1.076676416995209884e+00,-1.332577086520985832e+00,2.290838460162544887e+00,4.883925731886044064e-01,-8.930153382551356267e-02,2.493658889691815761e-01,-1.630065721320225203e+00,-1.385466860260619493e+00,-6.184958192318882331e-01
1.080665765258222333e+00,1.699638985203020924e+00,9.827520551454856923e-01,8.681809237253098610e-01,-1.889752764286853903e-01,-7.329398797092548934e-01,-1.896725308102309437e-01,-1.194233248551377580e+00,2.434608192853134678e+00,-2.584170133377620138e-01,-1.267629992543458428e+00,-1.662025781552626258e-01,1.440043076399828148e-01,1.290581073649567978e+00,-2.743446694732053492e-01,6.304071036669303130e-01,-4.299283953870730035e-01,-1.168173754619141969e+00,-1.232002485257368996e+00,-2.253194803417299497e+00,-2.046932146000645325e+00,-1.898260515895780820e+00,4.566341438365849603e-01,1.706489125636768023e+00,-1.597435806049590790e-01,1.884491832311634418e+00,1.546209759064619993e+00,-1.308757229072369910e+00,-1.630513949475164592e+00,-1.765047467092784483e+00,-1.271352912112505562e+00,-1.709570591191831967e+00,4.394659606805402796e-01,-7.516419086226922008e-01,-1.537770257067881674e-01,2.009675978521879625e+00,-3.402267259559098589e-01,4.827490868126077528e-01,1.183792971653211623e+00
-5.185180797344073750e-02,1.696804684623730297e-01,1.838643685906492520e+00,-2.109638546400514514e+00,-2.418717422991186972e+00,-1.551985912720622141e+00,-1.474952252056963342e+00,-1.722319451030367210e+00,1.060654220243161472e+00,-3.690581272298952831e-01,-3.102815204367119772e-01,-6.146372954413984457e-01,8.555611592457985637e-01,-5.317848140360980080e-01,-1.439415994565298451e+00,-5.193624122870531545e-01,2.198130727651785923e-02,2.540053326657304988e-01,-8.823437335115464908e-01,-1.465317419492516926e+00,-5.844226203242079976e-01,-1.453395046422411241e+00,5.787724493549413485e-02,6.180375580458234985e-01,6.413552777452118381e-01,7.938319399062948589e-01,6.005201541216728112e-01,-1.893520583256945278e+00,-3.705144887195411241e-01,-1.424056073743674933e+00,-2.056764471222057189e+00,-1.518663892544558358e+00,7.726507780890150556e-01,-1.124077219758883528e+00,-1.109781045177601067e-01,6.517351460021681975e-01,-6.502262542103605103e-01,-9.646233728640046801e-01,-4.783506722367446978e-02
-6.195192235192503727e-01,-7.848898214182205013e-01,5.996462860849770538e-01,-3.402790257738798285e+00,-2.342320039011040134e+00,-1.491738288587538319e+00,-1.622214684331216628e+00,-1.720047788051584758e+00,-5.138981480186065598e-01,7.595303435400288516e-02,-1.747843415976051695e-01,-4.875367930550056350e-01,1.623648008975281665e-01,-4.713279905544047743e-01,-1.145175604067371067e+00,-6.771077932309771397e-01,-2.852389780029911115e-02,-8.923675637890977619e-01,-1.041586997828546357e+00,-1.684432121674864780e+00,-1.031422659219770610e+00,-1.116277549443868367e+00,2.140643377006116177e-01,9.581599930994910697e-01,1.215467266611852004e+00,1.050498282158622176e+00,9.181319456416558999e-01,-1.400118261637622208e+00,-6.916712196921498412e-01,-1.139948997544180775e+00,-1.071667142096013992e+00,-3.208323922932594385e-01,3.253657953782076451e-01,-9.685865518941594310e-01,6.571584333371532916e-01,4.669231460952186219e-01,7.517604720802590901e-01,-1.366642575842894169e+00,-1.193007475257995997e+00
-1.460786730993859743e-02,1.042422174261892431e+00,1.626321015616210815e-03,-2.493096610799657942e+00,-1.970828217016563189e+00,-2.182284074052704526e+00,-1.775003810968992957e+00,-5.991122256466935303e-01,-7.022001722992236017e-01,8.050373385166720297e-01,-1.844106336645177369e-01,-5.851561360844984017e-02,1.651871523139839537e+00,-6.754459310301029751e-01,-7.054091353949114573e-01,4.747721608784886693e-01,-6.452892270658182605e-01,-1.761697746528582131e+00,-2.198197857622484985e+00,-2.763171380724188886e+00,-7.924287258899566089e-01,-1.423555620514109110e+00,-3.876413007284735396e-02,1.247574896596211680e+00,1.139037613109345592e+00,1.176824488866098223e-01,9.043914763066887574e-02,-1.129421562441381033e+00,3.458274975418861863e-01,1.303157659170073535e+00,-3.493092822227128469e-01,-1.423431248264756810e-01,2.759697192925159470e+00,-2.038942256339849379e+00,1.090392264257348254e+00,8.705002097438483410e-01,1.933627679731961813e+00,-6.975719574226522113e-01,-1.063260933046431322e+00
9.470196949321942892e-01,2.196239475118209494e+00,4.180912434048733584e-01,-2.128960875902100813e+00,-1.288229731831272540e+00,-2.053282873844032075e+00,-1.273145328440130619e+00,-2.407846367474966609e+00,4.136185797817640286e-01,1.051926978613257679e+00,-6.953355396750323658e-01,7.632207130443982024e-01,1.476231822313690545e+00,-5.363472212698026931e-02,7.390560342209014921e-01,1.375823816552195655e+00,-3.405466902291164888e-01,-3.167727568100047186e+00,-3.009067275284992515e+00,-4.352676317606118950e+00,-2.928290929489399286e+00,-4.302481368827234753e+00,-8.196550870830668911e-01,2.682157097308504934e+00,8.658480451986967363e-01,7.215924168737413158e-01,-4.504019624675272837e-01,-2.352361652817942961e+00,2.601944181986742266e-01,-3.553518893867032569e-01,-1.692384993192002751e+00,-6.931324347157006294e-01,3.188361135720149120e-01,-2.855810061758567997e+00,-1.093691344897108175e+00,4.665609241647095673e-01,-3.661506076533149190e-01,5.855798443737554315e-01,2.162257974668262694e-01
6.598980621567909211e-01,1.588913736098658269e+00,-4.914947000585500603e-01,-1.442529914180708195e+00,-1.242114671377356983e+00,-2.213075561487126919e+00,-1.130931693470928812e+00,-1.684129492803328354e+00,-1.298474421156860847e+00,6.230806224009323158e-01,-8.072692140924663251e-01,-1.004907431444010263e-01,9.661067213368826900e-01,1.528408861704640409e-01,1.611628526626208702e-01,1.079844140284820897e+00,-2.792693886380106516e-01,-2.217815530136611368e+00,-2.049485885887815328e+00,-3.170745051210305032e+00,-2.300365466443313522e+00,-3.461316206043421495e+00,-1.631953493826681312e+00,8.521077436877091404e-01,-1.243507011283302710e-01,3.314972208682243626e-01,-1.460403867658806032e-01,-2.403063699598110503e+00,-8.301667209719083562e-01,-1.917895221028423636e-01,-1.699599169884292271e+00,-7.937944239089490539e-01,-3.590322757770495476e-01,-2.826227302104236117e+00,-1.142687388562612094e+00,-2.033968853268488530e+00,-1.255072332124206547e+00,-3.619477375604054914e-01,-1.208160258766931561e+00
-1.561003869905464470e+00,-3.399531925768462526e-01,-1.818648193479550201e+00,-2.008959797892651444e+00,-7.631615176599079176e-01,-2.280366316332799403e+00,-1.156380328316016559e+00,-1.138652953679943902e+00,1.311505004445453482e-01,6.198189666071506343e-01,-6.285652191337957051e-01,1.564888363925874548e-01,1.139931383149346056e+00,-1.994299525548007823e-01,2.468614443454210938e-01,2.113492744781572397e-01,-9.017119243745170820e-01,-2.185414254758555330e+00,-1.396285811640080032e+00,-2.220767779686079191e+00,-7.431187189763422962e-01,-2.284782774359270352e+00,-1.668820171957726473e+00,8.612266258648089146e-01,-6.416651115983920128e-01,-1.214163970326873176e+00,-1.217201418299228788e+00,-2.697116514075338589e+00,-1.979970038204680760e+00,-1.486408889217078144e+00,-2.298056077665685315e+00,-1.603795314702022301e+00,5.569321289509472361e-01,-2.245280898633819966e+00,-1.852527735076105797e+00,-3.163183090082439253e-01,-9.819324380798873930e-01,-1.814535790253036240e-01,-7.013787046813212411e-01
-1.433541123498383696e+00,-1.109297199650807864e+00,-4.396023415648387528e-02,-2.229700533619183744e+00,-1.264488177744078845e+00,-2.369074146287588167e+00,-2.332220581189542674e+00,-9.361907964966227347e-01,2.184684050755592855e-01,-1.227063589981689518e+00,-1.209763235980403584e+00,-1.055007924670164465e+00,-1.148895116342317640e-01,-1.591251274294948059e+00,-1.262246646762182456e+00,-1.593492646295302739e+00,-7.874042625565971232e-01,-2.516714455147486262e+00,-1.348807016700397821e+00,-9.668137293693157552e-01,-6.269212133591618441e-01,-1.181799289263459674e+00,-3.925729908356946574e+00,-3.297774272572899790e-01,-2.864492322709343064e+00,-2.094928362971435198e-01,-1.534003738595641098e+00,-2.031654711134617042e+00,-2.158518427631417769e+00,-1.267758784144131790e+00,-1.421957141537542046e+00,-2.042732161508790334e+00,1.602262579859257130e+00,-2.833908704569934045e+00,4.212284139891638302e-01,3.454496809154924408e-01,-1.138180473286158456e+00,6.560692240767471706e-01,-9.553202616631005506e-02
